menu_item_id,status,title,legacy_path,parent_id,order,legacy_route,legacy_url,legacy_target,legacy_icon,matched_slug,target_surface,proposed_target_class,navigation_group,visibility_contract,authorization_contract,disposition,required_test
3,1,Пользователи,"Пользователи > Пользователи",69,2,voyager.users.index,,_self,voyager-person,users,"Resource + custom Pages/Actions","App\Filament\Clusters\Access\Resources\UserResource",Пользователи,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
4,1,Роли,"Пользователи > Роли",69,3,voyager.roles.index,,_self,voyager-lock,roles,"Resource + permission matrix Page","App\Filament\Clusters\Access\Resources\RoleResource",Пользователи,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
193,1,"Типы клиентов","Пользователи > Типы клиентов",69,5,voyager.user-types.index,,_self,,user-types,Resource,"App\Filament\Clusters\Access\Resources\UserTypesResource",Пользователи,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
132,1,"Портерное превосходство","Портерное превосходство",116,4,voyager.port-prev-items.index,,_self,,port-prev-items,Resource,"App\Filament\Clusters\Content\Resources\PortPrevItemsResource","Портерное превосходство","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
125,1,"Портреты в образе","Портреты в образе",124,1,voyager.styl-page-port-obr.index,,_self,,styl-page-port-obr,Resource,"App\Filament\Clusters\Content\Resources\StylPagePortObrResource","Портреты в образе","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
131,1,"Портреты любой сложности","Портреты любой сложности",116,3,voyager.portraits-hard.index,,_self,,portraits-hard,Resource,"App\Filament\Clusters\Content\Resources\PortraitsHardResource","Портреты любой сложности","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
128,1,"Портреты шарж","Портреты шарж",112,2,voyager.sharj-work-ex.index,,_self,,sharj-work-ex,Resource,"App\Filament\Clusters\Content\Resources\SharjWorkExResource","Портреты шарж","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
166,1,"Стилизация картин","Стилизация картин",124,4,,/admin/styl-page/1/edit,_self,,styl-page,Resource,"App\Filament\Clusters\Content\Resources\StylPageResource","Стилизация картин","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
167,1,Товар,Товар,116,5,,/admin/gallery-items/29/edit,_self,,gallery-items,Resource,"App\Filament\Clusters\Catalog\Resources\GalleryItemsResource",Товар,"Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
117,1,"Что это/требования","Что это/требования",116,2,,/admin/oil-what-req/1/edit,_self,,oil-what-req,Resource,"App\Filament\Clusters\Content\Resources\OilWhatReqResource","Что это/требования","Visible only when user can access target page/resource; preserve current role visibility after ACL mapping","Every direct target URL and action requires Policy/ability; hidden navigation never substitutes authorization",migrate_with_resource_wave,"8-role visibility matrix; direct URL wrong-role test; route target resolves; ordering/group label parity"
