"legacy_methods","legacy_uri","legacy_name","legacy_handler","legacy_middleware","source_file","source_line","view_candidates","code_signals","flow","side_effect_class","target_match","disposition","task_id"
"POST","get_cart","get_cart","App\Http\Controllers\BasketController@get_cart","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","644","","DB|SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","get_towns","get_towns","App\Http\Controllers\Admin\Api\VinepakApiController@get_towns","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/Admin/Api/VinepakApiController.php","50","","SESSION|EXTERNAL","delivery lookup","EXTERNAL_DELIVERY_READ","","MISSING_TARGET","INT-006"
"POST","get_towns_for_admin","get_towns_for_admin","App\Http\Controllers\Admin\Api\VinepakApiController@get_towns_for_admin","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/Admin/Api/VinepakApiController.php","143","","EXTERNAL","delivery lookup","EXTERNAL_DELIVERY_READ","","MISSING_TARGET","INT-006"
"GET","get_warehouse","get_warehouse","App\Http\Controllers\Admin\Api\VinepakApiController@get_warehouse","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/Admin/Api/VinepakApiController.php","199","","EXTERNAL","delivery lookup","EXTERNAL_DELIVERY_READ","","MISSING_TARGET","INT-006"
"GET","gift-card","gift_card","App\Http\Controllers\PageController@render_gift","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/PageController.php","102","gift_card","REDIRECT","public content pages","READ_DB","","MISSING_TARGET","APP-005B-PAGES-01"
"GET|POST|PUT|PATCH|DELETE|OPTIONS","giftcard/pdf/{price}/{locale}","generateGiftCardPDF","App\Http\Controllers\GiftcardController@generateGiftCardPDF","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/GiftcardController.php","28","","MODEL_WRITE|FILE","gift card and PDF","READ_OR_WRITE_FILE","","MISSING_TARGET","APP-003+APP-005B-CHECKOUT-01"
"GET","giftcard/preview","previewGiftCard","App\Http\Controllers\GiftcardController@previewGiftCard","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/GiftcardController.php","13","","","gift card and PDF","READ_OR_WRITE_FILE","","MISSING_TARGET","APP-003+APP-005B-CHECKOUT-01"
"GET","google-ads.xml","google.ads","App\Http\Controllers\AdvertisingController@google","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/AdvertisingController.php","67","","DB","public content pages","READ_DB","","MISSING_TARGET","APP-005B-PAGES-01"
"GET","graphic-portrait","graphic_portrait.index","App\Http\Controllers\StaticPagesController@render_graphic_portrait","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/StaticPagesController.php","176","graphic-portrait","REDIRECT","product generators","READ_DB_SESSION","","MISSING_TARGET","CAT-002"
"GET","graphic-portrait/{slug}","graphic_portrait.page","App\Http\Controllers\StaticPagesController@render_graphic_portrait_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/StaticPagesController.php","186","graphic-portrait-child","DB","product generators","READ_DB_SESSION","","MISSING_TARGET","CAT-002"
"GET","graphic-portrait/{slug}/buy","graphic_portrait.buy","App\Http\Controllers\StaticPagesController@buy_portrait_page","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/StaticPagesController.php","108","graphical-portrait-buy","DB|REDIRECT","product generators","READ_DB_SESSION","","MISSING_TARGET","CAT-002"
"GET","graphic-portrait/classic-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/classic-portrait/buy","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/color-and-black-and-white-photos","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/customs-royal-portraits","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Doppelbelichtung-Portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/double-exposition-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/dream-art-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Farb- und Schwarz-Weiß-Fotos","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/foto-korekcja","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Fotokorrektur","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Fotowiederherstellung","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Grafik-Porträt","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/graphic-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/graphic-portrait/buy","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/karikatur-porträt","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/kolorowe-czarno-białe-zdjęcie","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Liebe ist Porträt","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/love-isportrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/love-is-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Low Poly Portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/low-poly-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/low-poly-portret","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/modulnaya-kartina-pavliny","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/murciano-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/murkisches Porträt","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/odnawianie-zdjęć","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/photo-correction","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/photo-recovery","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/pop-art-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/pop-art-portrait/buy","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-beauty-art","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-beauty-art/buy","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-caricature","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-caricature/buy","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-colorization","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-compliment","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-double-exposure","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-dream-art","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-dream-art/buy","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-in-image","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-in-the-image","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-made-from-words","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-of-love-is","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-of-murciano","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-pop-art","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-retouch","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-spancaricaturespan","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portrait-spanclassicspan","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Porträt-aus-Wörtern","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portret-beauty-art","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portret-karykatura","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portret-murchiano","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portret-pop-art","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portret-stylizowany","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/Portret-w-stylu-Love-is","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portret-ze-słów","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/portret-z-podwójną-ekspozycją","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/simpsons-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/spanartspan-portraits","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/spanpaintingsspan","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/spanpetspanportrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","graphic-portrait/vintage-portrait","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","image/{filename}","","App\Http\Controllers\ImageController@show","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|check.webp","","","","","public file delivery","READ_FILE","","SECURITY_REPLACE","APP-001"
"GET|POST|PUT|PATCH|DELETE|OPTIONS","image_gen_all","image_gen_all","App\Http\Controllers\Admin\ImageGenController@image_gen_all","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/Admin/ImageGenController.php","162","","","public image generation utility","PUBLIC_EXTERNAL_FILE_WRITE","","SECURITY_REPLACE","SEO-001+APP-001"
"GET","images_single/{slug}","","Closure","web","routes/redirect.php","363","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","images_single/{slug}.png","","Closure","web","routes/redirect.php","359","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","images_single/canvas.png","","Closure","web","routes/redirect.php","347","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","images_single/canvas-banner-img.png","","Closure","web","routes/redirect.php","351","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","images_single_debug/{slug}","","Closure","web","routes/redirect.php","367","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","img/canvas-banner-img.png","","Closure","web","routes/redirect.php","355","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","kanvas/apdruka","ads.canvas","App\Http\Controllers\PortraitPageController@ads_canvas","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/PortraitPageController.php","587","","DB","product generators","READ_DB_SESSION","","MISSING_TARGET","CAT-002"
"GET","kurpirkt.xml","kurpirkt","App\Http\Controllers\AdvertisingController@kurpirkt","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/AdvertisingController.php","115","","DB","public content pages","READ_DB","","MISSING_TARGET","APP-005B-PAGES-01"
"POST","load_ajax_posts","load_ajax_posts","App\Http\Controllers\BlogController@load_ajax_posts","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/BlogController.php","330","","","content actions","DB_OR_MAIL_WRITE","","MISSING_TARGET","APP-005B-FORM-03"
"GET","login","login","App\Http\Controllers\Auth\LoginController@showLoginForm","web","vendor/laravel/framework/src/Illuminate/Foundation/Auth/AuthenticatesUsers.php","18","","","standard auth","SESSION_OR_DB_WRITE","","SHELL_ONLY","AUTH-001"
"POST","login","","App\Http\Controllers\Auth\LoginController@login","web","vendor/laravel/framework/src/Illuminate/Foundation/Auth/AuthenticatesUsers.php","31","","","standard auth","SESSION_OR_DB_WRITE","","SHELL_ONLY","AUTH-001"
"POST","logout","logout","App\Http\Controllers\Auth\LoginController@logout","web","vendor/laravel/framework/src/Illuminate/Foundation/Auth/AuthenticatesUsers.php","156","","","standard auth","SESSION_OR_DB_WRITE","","SHELL_ONLY","AUTH-001"
"GET","lt/blog/-10","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-11","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-12","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-13","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-14","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-15","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-16","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-17","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-18","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-19","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-2","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-20","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-4","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-6","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/-9","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/art-portrait-canvas-kanvas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/art-portrait-kanvas-art","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/art-prezent-dla-bliskich","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/augintinio-portretas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/aukstos-kokybės-reprodukcija","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/Bagetinis-paveikslų-rėminimas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/bagetnoe-obramlenie-kartin","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/Baguette-Rahmen-aus-Gemälden-Relikte-aus-der-Vergangenheit-oder-noch-relevant","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/canvas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/canvas-or-photo-painting-transform-your-memories-into-art","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/canvas-wall-print","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/collage-mit-kindern-das-beste-geschenk-für-eltern-und-ihre-kinder","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/detskij-kollazh-samyj-luchshij-podarok-dlya-roditelej-i-druzej","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/digitāla-druka-un-eļļa.","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/dovanu-kortele-puiki-dovana","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/dovanu-pakuote","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/druka-uz-audekla-dāvanā","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/druzheskij-sharzh-otlichnyj-sposob-poveselit-druzej-i-znakomyh","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/eine-geschenk-karte-ist-ein-gutes-geschenk-für-einen-anlass","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/ffff","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/foto_uz_kanvas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotod-fotosessioonist-õuendil","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotodrobės","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotografie-do-portretu","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/foto-kanvas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotokartina-luchshij-podarok-roditelyam","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotolõuend","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotoobraz-jest-najlepszym-prezentem-dla-rodziców","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotoobraz-na-płótnie-w-prezencie","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotopaveikslas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/fotopilt-on-parim-kingitus-vanematele","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/Fotos auf Leinwand","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/freundliche-karikatur-ist-ein-guter-weg-um-spaß-mit-freunden-und-bekannten-zu-haben","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/giclee-technology-art","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/gift-for_man","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/gift-for-mather","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/gleznas-uz-audekla-dāvanu-iesaiņojums","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/Gleznu-bagetes-ieramešana","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/graafilised-portreed-kaasaegse-maailma-kunst","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/graficheskie-portrety-iskusstvo-sovremennogo-mira","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/grafische-porträts-der-kunst-der-modernen-welt","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/Haustierporträt Aristokraten","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/ivaizdzio-portretas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/jak-powstaje-portret-graficzny","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/kak-risuetsya-graficheskiy-portret","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/kanva","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/kanvas","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/kanvas_ pamatā _pigments_vai_šķīdinātāja_tinte_kura_ir_labāka","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","lt/blog/kanvas_apdruka","","Closure","web","routes/redirect.php","388","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
